EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 21-12-2020
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 CC   : Cloud cover in oktas
30-34 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station VAEXJOE, SWEDEN (STAID: 1)
Blended and updated with sources:41384 41387 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   CC, Q_CC
     1, 41384,19610416,    3,    0
     1, 41384,19610417,    0,    0
     1, 41384,19610418,    3,    0
     1, 41384,19610419,    1,    0
     1, 41384,19610420,    2,    0
     1, 41384,19610421,    0,    0
     1, 41384,19610422,    5,    0
     1, 41384,19610423,    0,    0
     1, 41384,19610424,    0,    0
     1, 41384,19610425,    0,    0
     1, 41384,19610426,    0,    0
     1, 41384,19610427,    0,    0
     1, 41384,19610428,    3,    0
     1, 41384,19610429,    0,    0
     1, 41384,19610430,    1,    0
     1, 41384,19610501,    3,    0
     1, 41384,19610502,    2,    0
     1, 41384,19610503,    7,    0
     1, 41384,19610504,    6,    0
     1, 41384,19610505,    8,    0
     1, 41384,19610506,    6,    0
     1, 41384,19610507,    7,    0
     1, 41384,19610508,    6,    0
     1, 41384,19610509,    7,    0
     1, 41384,19610510,    8,    0
     1, 41384,19610511,    5,    0
     1, 41384,19610512,    5,    0
     1, 41384,19610513,    5,    0
     1, 41384,19610514,    6,    0
     1, 41384,19610515,    8,    0
     1, 41384,19610516,    6,    0
     1, 41384,19610517,    2,    0
     1, 41384,19610518,    4,    0
     1, 41384,19610519,    7,    0
     1, 41384,19610520,    7,    0
     1, 41384,19610521,    4,    0
     1, 41384,19610522,    4,    0
     1, 41384,19610523,    7,    0
     1, 41384,19610524,    7,    0
     1, 41384,19610525,    4,    0
     1, 41384,19610526,    7,    0
     1, 41384,19610527,    5,    0
     1, 41384,19610528,    8,    0
     1, 41384,19610529,    7,    0
     1, 41384,19610530,    6,    0
     1, 41384,19610531,    8,    0
     1, 41384,19610601,    6,    0
     1, 41384,19610602,    0,    0
     1, 41384,19610603,    0,    0
     1, 41384,19610604,    5,    0
     1, 41384,19610605,    2,    0
     1, 41384,19610606,    3,    0
     1, 41384,19610607,    1,    0
     1, 41384,19610608,    4,    0
     1, 41384,19610609,    4,    0
     1, 41384,19610610,    7,    0
     1, 41384,19610611,    7,    0
     1, 41384,19610612,    5,    0
     1, 41384,19610613,    6,    0
     1, 41384,19610614,    8,    0
     1, 41384,19610615,    7,    0
     1, 41384,19610616,    5,    0
     1, 41384,19610617,    7,    0
     1, 41384,19610618,    7,    0
     1, 41384,19610619,    6,    0
     1, 41384,19610620,    6,    0
     1, 41384,19610621,    4,    0
     1, 41384,19610622,    7,    0
     1, 41384,19610623,    6,    0
     1, 41384,19610624,    7,    0
     1, 41384,19610625,    8,    0
     1, 41384,19610626,    7,    0
     1, 41384,19610627,    8,    0
     1, 41384,19610628,    5,    0
     1, 41384,19610629,    4,    0
     1, 41384,19610630,    3,    0
     1, 41384,19610701,    0,    0
     1, 41384,19610702,    0,    0
     1, 41384,19610703,    5,    0
     1, 41384,19610704,    8,    0
     1, 41384,19610705,    7,    0
     1, 41384,19610706,    7,    0
     1, 41384,19610707,    6,    0
     1, 41384,19610708,    7,    0
     1, 41384,19610709,    7,    0
     1, 41384,19610710,    8,    0
     1, 41384,19610711,    7,    0
     1, 41384,19610712,    6,    0
     1, 41384,19610713,    8,    0
     1, 41384,19610714,    8,    0
     1, 41384,19610715,    6,    0
     1, 41384,19610716,    6,    0
     1, 41384,19610717,    7,    0
     1, 41384,19610718,    8,    0
     1, 41384,19610719,    8,    0
     1, 41384,19610720,    8,    0
     1, 41384,19610721,    5,    0
     1, 41384,19610722,    5,    0
     1, 41384,19610723,    7,    0
     1, 41384,19610724,    4,    0
     1, 41384,19610725,    8,    0
     1, 41384,19610726,    8,    0
     1, 41384,19610727,    7,    0
     1, 41384,19610728,    7,    0
     1, 41384,19610729,    7,    0
     1, 41384,19610730,    2,    0
     1, 41384,19610731,    5,    0
     1, 41384,19610801,    8,    0
     1, 41384,19610802,    6,    0
     1, 41384,19610803,    6,    0
     1, 41384,19610804,    8,    0
     1, 41384,19610805,    7,    0
     1, 41384,19610806,    7,    0
     1, 41384,19610807,    7,    0
     1, 41384,19610808,    7,    0
     1, 41384,19610809,    6,    0
     1, 41384,19610810,    4,    0
     1, 41384,19610811,    5,    0
     1, 41384,19610812,    7,    0
     1, 41384,19610813,    6,    0
     1, 41384,19610814,    8,    0
     1, 41384,19610815,    6,    0
     1, 41384,19610816,    6,    0
     1, 41384,19610817,    6,    0
     1, 41384,19610818,    5,    0
     1, 41384,19610819,    6,    0
     1, 41384,19610820,    5,    0
     1, 41384,19610821,    7,    0
     1, 41384,19610822,    8,    0
     1, 41384,19610823,    4,    0
     1, 41384,19610824,    8,    0
     1, 41384,19610825,    1,    0
     1, 41384,19610826,    8,    0
     1, 41384,19610827,    7,    0
     1, 41384,19610828,    5,    0
     1, 41384,19610829,    4,    0
     1, 41384,19610830,    1,    0
     1, 41384,19610831,    3,    0
     1, 41384,19610901,    3,    0
     1, 41384,19610902,    0,    0
     1, 41384,19610903,    5,    0
     1, 41384,19610904,    3,    0
     1, 41384,19610905,    3,    0
     1, 41384,19610906,    8,    0
     1, 41384,19610907,    8,    0
     1, 41384,19610908,    8,    0
     1, 41384,19610909,    4,    0
     1, 41384,19610910,    3,    0
     1, 41384,19610911,    6,    0
     1, 41384,19610912,    6,    0
     1, 41384,19610913,    7,    0
     1, 41384,19610914,    8,    0
     1, 41384,19610915,    6,    0
     1, 41384,19610916,    6,    0
     1, 41384,19610917,    3,    0
     1, 41384,19610918,    1,    0
     1, 41384,19610919,    3,    0
     1, 41384,19610920,    0,    0
     1, 41384,19610921,    7,    0
     1, 41384,19610922,    6,    0
     1, 41384,19610923,    5,    0
     1, 41384,19610924,    3,    0
     1, 41384,19610925,    6,    0
     1, 41384,19610926,    5,    0
     1, 41384,19610927,    3,    0
     1, 41384,19610928,    4,    0
     1, 41384,19610929,    7,    0
     1, 41384,19610930,    7,    0
     1, 41384,19611001,    3,    0
     1, 41384,19611002,    6,    0
     1, 41384,19611003,    5,    0
     1, 41384,19611004,    4,    0
     1, 41384,19611005,    0,    0
     1, 41384,19611006,    0,    0
     1, 41384,19611007,    1,    0
     1, 41384,19611008,    8,    0
     1, 41384,19611009,    8,    0
     1, 41384,19611010,    4,    0
     1, 41384,19611011,    7,    0
     1, 41384,19611012,    2,    0
     1, 41384,19611013,    3,    0
     1, 41384,19611014,    3,    0
     1, 41384,19611015,    8,    0
     1, 41384,19611016,    7,    0
     1, 41384,19611017,    8,    0
     1, 41384,19611018,    8,    0
     1, 41384,19611019,    8,    0
     1, 41384,19611020,    6,    0
     1, 41384,19611021,    8,    0
     1, 41384,19611022,    5,    0
     1, 41384,19611023,    8,    0
     1, 41384,19611024,    8,    0
     1, 41384,19611025,    7,    0
     1, 41384,19611026,    6,    0
     1, 41384,19611027,    7,    0
     1, 41384,19611028,    1,    0
     1, 41384,19611029,    5,    0
     1, 41384,19611030,    5,    0
     1, 41384,19611031,    8,    0
     1, 41384,19611101,    6,    0
     1, 41384,19611102,    8,    0
     1, 41384,19611103,    7,    0
     1, 41384,19611104,    7,    0
     1, 41384,19611105,    0,    0
     1, 41384,19611106,    0,    0
     1, 41384,19611107,    8,    0
     1, 41384,19611108,    8,    0
     1, 41384,19611109,    8,    0
     1, 41384,19611110,    8,    0
     1, 41384,19611111,    8,    0
     1, 41384,19611112,    8,    0
     1, 41384,19611113,    8,    0
     1, 41384,19611114,    5,    0
     1, 41384,19611115,    5,    0
     1, 41384,19611116,    7,    0
     1, 41384,19611117,    3,    0
     1, 41384,19611118,    0,    0
     1, 41384,19611119,    0,    0
     1, 41384,19611120,    5,    0
     1, 41384,19611121,    8,    0
     1, 41384,19611122,    5,    0
     1, 41384,19611123,    8,    0
     1, 41384,19611124,    6,    0
     1, 41384,19611125,    8,    0
     1, 41384,19611126,    8,    0
     1, 41384,19611127,    6,    0
     1, 41384,19611128,    8,    0
     1, 41384,19611129,    8,    0
     1, 41384,19611130,    8,    0
     1, 41384,19611201,    6,    0
     1, 41384,19611202,    8,    0
     1, 41384,19611203,    6,    0
     1, 41384,19611204,    2,    0
     1, 41384,19611205,    8,    0
     1, 41384,19611206,    7,    0
     1, 41384,19611207,    2,    0
     1, 41384,19611208,    7,    0
     1, 41384,19611209,    5,    0
     1, 41384,19611210,    8,    0
     1, 41384,19611211,    8,    0
     1, 41384,19611212,    7,    0
     1, 41384,19611213,    0,    0
     1, 41384,19611214,    5,    0
     1, 41384,19611215,    2,    0
     1, 41384,19611216,    4,    0
     1, 41384,19611217,    8,    0
     1, 41384,19611218,    8,    0
     1, 41384,19611219,    5,    0
     1, 41384,19611220,    5,    0
     1, 41384,19611221,    0,    0
     1, 41384,19611222,    2,    0
     1, 41384,19611223,    1,    0
     1, 41384,19611224,    8,    0
     1, 41384,19611225,    8,    0
     1, 41384,19611226,    3,    0
     1, 41384,19611227,    0,    0
     1, 41384,19611228,    5,    0
     1, 41384,19611229,    8,    0
     1, 41384,19611230,    8,    0
     1, 41384,19611231,    8,    0
     1, 41384,19620101,    8,    0
     1, 41384,19620102,    2,    0
     1, 41384,19620103,    2,    0
     1, 41384,19620104,    8,    0
     1, 41384,19620105,    8,    0
     1, 41384,19620106,    7,    0
     1, 41384,19620107,    3,    0
     1, 41384,19620108,    8,    0
     1, 41384,19620109,    8,    0
     1, 41384,19620110,    7,    0
     1, 41384,19620111,    8,    0
     1, 41384,19620112,    8,    0
     1, 41384,19620113,    8,    0
     1, 41384,19620114,    8,    0
     1, 41384,19620115,    7,    0
     1, 41384,19620116,    8,    0
     1, 41384,19620117,    8,    0
     1, 41384,19620118,    8,    0
     1, 41384,19620119,    6,    0
     1, 41384,19620120,    8,    0
     1, 41384,19620121,    6,    0
     1, 41384,19620122,    8,    0
     1, 41384,19620123,    7,    0
     1, 41384,19620124,    6,    0
     1, 41384,19620125,    8,    0
     1, 41384,19620126,    6,    0
     1, 41384,19620127,    5,    0
     1, 41384,19620128,    1,    0
     1, 41384,19620129,    2,    0
     1, 41384,19620130,    2,    0
     1, 41384,19620131,    6,    0
     1, 41384,19620201,    7,    0
     1, 41384,19620202,    8,    0
     1, 41384,19620203,    8,    0
     1, 41384,19620204,    8,    0
     1, 41384,19620205,    8,    0
     1, 41384,19620206,    0,    0
     1, 41384,19620207,    8,    0
     1, 41384,19620208,    8,    0
     1, 41384,19620209,    3,    0
     1, 41384,19620210,    8,    0
     1, 41384,19620211,    7,    0
     1, 41384,19620212,    8,    0
     1, 41384,19620213,    1,    0
     1, 41384,19620214,    4,    0
     1, 41384,19620215,    3,    0
     1, 41384,19620216,    7,    0
     1, 41384,19620217,    6,    0
     1, 41384,19620218,    5,    0
     1, 41384,19620219,    5,    0
     1, 41384,19620220,    3,    0
     1, 41384,19620221,    2,    0
     1, 41384,19620222,    4,    0
     1, 41384,19620223,    0,    0
     1, 41384,19620224,    5,    0
     1, 41384,19620225,    8,    0
     1, 41384,19620226,    8,    0
     1, 41384,19620227,    8,    0
     1, 41384,19620228,    5,    0
     1, 41384,19620301,    0,    0
     1, 41384,19620302,    7,    0
     1, 41384,19620303,    8,    0
     1, 41384,19620304,    7,    0
     1, 41384,19620305,    3,    0
     1, 41384,19620306,    4,    0
     1, 41384,19620307,    2,    0
     1, 41384,19620308,    3,    0
     1, 41384,19620309,    7,    0
     1, 41384,19620310,    8,    0
     1, 41384,19620311,    8,    0
     1, 41384,19620312,    6,    0
     1, 41384,19620313,    2,    0
     1, 41384,19620314,    1,    0
     1, 41384,19620315,    0,    0
     1, 41384,19620316,    3,    0
     1, 41384,19620317,    3,    0
     1, 41384,19620318,    3,    0
     1, 41384,19620319,    4,    0
     1, 41384,19620320,    2,    0
     1, 41384,19620321,    3,    0
     1, 41384,19620322,    7,    0
     1, 41384,19620323,    8,    0
     1, 41384,19620324,    4,    0
     1, 41384,19620325,    6,    0
     1, 41384,19620326,    6,    0
     1, 41384,19620327,    7,    0
     1, 41384,19620328,    5,    0
     1, 41384,19620329,    0,    0
     1, 41384,19620330,    8,    0
     1, 41384,19620331,    8,    0
     1, 41384,19620401,    7,    0
     1, 41384,19620402,    7,    0
     1, 41384,19620403,    8,    0
     1, 41384,19620404,    8,    0
     1, 41384,19620405,    8,    0
     1, 41384,19620406,    8,    0
     1, 41384,19620407,    5,    0
     1, 41384,19620408,    8,    0
     1, 41384,19620409,    7,    0
     1, 41384,19620410,    3,    0
     1, 41384,19620411,    6,    0
     1, 41384,19620412,    4,    0
     1, 41384,19620413,    7,    0
     1, 41384,19620414,    8,    0
     1, 41384,19620415,    2,    0
     1, 41384,19620416,    0,    0
     1, 41384,19620417,    8,    0
     1, 41384,19620418,    7,    0
     1, 41384,19620419,    8,    0
     1, 41384,19620420,    8,    0
     1, 41384,19620421,    7,    0
     1, 41384,19620422,    8,    0
     1, 41384,19620423,    5,    0
     1, 41384,19620424,    0,    0
     1, 41384,19620425,    0,    0
     1, 41384,19620426,    5,    0
     1, 41384,19620427,    3,    0
     1, 41384,19620428,    6,    0
     1, 41384,19620429,    6,    0
     1, 41384,19620430,    3,    0
     1, 41384,19620501,    8,    0
     1, 41384,19620502,    6,    0
     1, 41384,19620503,    7,    0
     1, 41384,19620504,    7,    0
     1, 41384,19620505,    5,    0
     1, 41384,19620506,    3,    0
     1, 41384,19620507,    8,    0
     1, 41384,19620508,    7,    0
     1, 41384,19620509,    8,    0
     1, 41384,19620510,    8,    0
     1, 41384,19620511,    8,    0
     1, 41384,19620512,    8,    0
     1, 41384,19620513,    7,    0
     1, 41384,19620514,    8,    0
     1, 41384,19620515,    7,    0
     1, 41384,19620516,    5,    0
     1, 41384,19620517,    6,    0
     1, 41384,19620518,    7,    0
     1, 41384,19620519,    7,    0
     1, 41384,19620520,    7,    0
     1, 41384,19620521,    5,    0
     1, 41384,19620522,    7,    0
     1, 41384,19620523,    7,    0
     1, 41384,19620524,    8,    0
     1, 41384,19620525,    7,    0
     1, 41384,19620526,    5,    0
     1, 41384,19620527,    8,    0
     1, 41384,19620528,    7,    0
     1, 41384,19620529,    7,    0
     1, 41384,19620530,    6,    0
     1, 41384,19620531,    7,    0
     1, 41384,19620601,    5,    0
     1, 41384,19620602,    7,    0
     1, 41384,19620603,    3,    0
     1, 41384,19620604,    3,    0
     1, 41384,19620605,    6,    0
     1, 41384,19620606,    1,    0
     1, 41384,19620607,    0,    0
     1, 41384,19620608,    1,    0
     1, 41384,19620609,    3,    0
     1, 41384,19620610,    5,    0
     1, 41384,19620611,    7,    0
     1, 41384,19620612,    3,    0
     1, 41384,19620613,    7,    0
     1, 41384,19620614,    8,    0
     1, 41384,19620615,    3,    0
     1, 41384,19620616,    6,    0
     1, 41384,19620617,    4,    0
     1, 41384,19620618,    4,    0
     1, 41384,19620619,    5,    0
     1, 41384,19620620,    6,    0
     1, 41384,19620621,    7,    0
     1, 41384,19620622,    8,    0
     1, 41384,19620623,    5,    0
     1, 41384,19620624,    7,    0
     1, 41384,19620625,    8,    0
     1, 41384,19620626,    6,    0
     1, 41384,19620627,    5,    0
     1, 41384,19620628,    6,    0
     1, 41384,19620629,    6,    0
     1, 41384,19620630,    5,    0
     1, 41384,19620701,    5,    0
     1, 41384,19620702,    7,    0
     1, 41384,19620703,    7,    0
     1, 41384,19620704,    8,    0
     1, 41384,19620705,    7,    0
     1, 41384,19620706,    7,    0
     1, 41384,19620707,    7,    0
     1, 41384,19620708,    6,    0
     1, 41384,19620709,    5,    0
     1, 41384,19620710,    4,    0
     1, 41384,19620711,    7,    0
     1, 41384,19620712,    8,    0
     1, 41384,19620713,    7,    0
     1, 41384,19620714,    7,    0
     1, 41384,19620715,    6,    0
     1, 41384,19620716,    4,    0
     1, 41384,19620717,    5,    0
     1, 41384,19620718,    6,    0
     1, 41384,19620719,    2,    0
     1, 41384,19620720,    7,    0
     1, 41384,19620721,    7,    0
     1, 41384,19620722,    6,    0
     1, 41384,19620723,    8,    0
     1, 41384,19620724,    5,    0
     1, 41384,19620725,    3,    0
     1, 41384,19620726,    3,    0
     1, 41384,19620727,    8,    0
     1, 41384,19620728,    2,    0
     1, 41384,19620729,    3,    0
     1, 41384,19620730,    3,    0
     1, 41384,19620731,    6,    0
     1, 41384,19620801,    7,    0
     1, 41384,19620802,    7,    0
     1, 41384,19620803,    3,    0
     1, 41384,19620804,    5,    0
     1, 41384,19620805,    7,    0
     1, 41384,19620806,    7,    0
     1, 41384,19620807,    8,    0
     1, 41384,19620808,    7,    0
     1, 41384,19620809,    6,    0
     1, 41384,19620810,    8,    0
     1, 41384,19620811,    7,    0
     1, 41384,19620812,    6,    0
     1, 41384,19620813,    4,    0
     1, 41384,19620814,    3,    0
     1, 41384,19620815,    7,    0
     1, 41384,19620816,    8,    0
     1, 41384,19620817,    7,    0
     1, 41384,19620818,    8,    0
     1, 41384,19620819,    8,    0
     1, 41384,19620820,    8,    0
     1, 41384,19620821,    7,    0
     1, 41384,19620822,    8,    0
     1, 41384,19620823,    7,    0
     1, 41384,19620824,    8,    0
     1, 41384,19620825,    7,    0
     1, 41384,19620826,    6,    0
     1, 41384,19620827,    6,    0
     1, 41384,19620828,    8,    0
     1, 41384,19620829,    5,    0
     1, 41384,19620830,    7,    0
     1, 41384,19620831,    5,    0
     1, 41384,19620901,    4,    0
     1, 41384,19620902,    8,    0
     1, 41384,19620903,    8,    0
     1, 41384,19620904,    7,    0
     1, 41384,19620905,    8,    0
     1, 41384,19620906,    7,    0
     1, 41384,19620907,    6,    0
     1, 41384,19620908,    5,    0
     1, 41384,19620909,    7,    0
     1, 41384,19620910,    8,    0
     1, 41384,19620911,    4,    0
     1, 41384,19620912,    8,    0
     1, 41384,19620913,    1,    0
     1, 41384,19620914,    1,    0
     1, 41384,19620915,    8,    0
     1, 41384,19620916,    7,    0
     1, 41384,19620917,    5,    0
     1, 41384,19620918,    4,    0
     1, 41384,19620919,    3,    0
     1, 41384,19620920,    7,    0
     1, 41384,19620921,    6,    0
     1, 41384,19620922,    7,    0
     1, 41384,19620923,    5,    0
     1, 41384,19620924,    8,    0
     1, 41384,19620925,    7,    0
     1, 41384,19620926,    4,    0
     1, 41384,19620927,    2,    0
     1, 41384,19620928,    8,    0
     1, 41384,19620929,    8,    0
     1, 41384,19620930,    7,    0
     1, 41384,19621001,    8,    0
     1, 41384,19621002,    6,    0
     1, 41384,19621003,    8,    0
     1, 41384,19621004,    6,    0
     1, 41384,19621005,    6,    0
     1, 41384,19621006,    5,    0
     1, 41384,19621007,    7,    0
     1, 41384,19621008,    5,    0
     1, 41384,19621009,    5,    0
     1, 41384,19621010,    8,    0
     1, 41384,19621011,    8,    0
     1, 41384,19621012,    2,    0
     1, 41384,19621013,    5,    0
     1, 41384,19621014,    3,    0
     1, 41384,19621015,    5,    0
     1, 41384,19621016,    8,    0
     1, 41384,19621017,    8,    0
     1, 41384,19621018,    8,    0
     1, 41384,19621019,    3,    0
     1, 41384,19621020,    0,    0
     1, 41384,19621021,    6,    0
     1, 41384,19621022,    8,    0
     1, 41384,19621023,    8,    0
     1, 41384,19621024,    5,    0
     1, 41384,19621025,    8,    0
     1, 41384,19621026,    8,    0
     1, 41384,19621027,    0,    0
     1, 41384,19621028,    8,    0
     1, 41384,19621029,    7,    0
     1, 41384,19621030,    7,    0
     1, 41384,19621031,    7,    0
     1, 41384,19621101,    5,    0
     1, 41384,19621102,    8,    0
     1, 41384,19621103,    8,    0
     1, 41384,19621104,    8,    0
     1, 41384,19621105,    8,    0
     1, 41384,19621106,    5,    0
     1, 41384,19621107,    8,    0
     1, 41384,19621108,    8,    0
     1, 41384,19621109,    8,    0
     1, 41384,19621110,    8,    0
     1, 41384,19621111,    8,    0
     1, 41384,19621112,    8,    0
     1, 41384,19621113,    8,    0
     1, 41384,19621114,    8,    0
     1, 41384,19621115,    8,    0
     1, 41384,19621116,    3,    0
     1, 41384,19621117,    5,    0
     1, 41384,19621118,    7,    0
     1, 41384,19621119,    8,    0
     1, 41384,19621120,    8,    0
     1, 41384,19621121,    6,    0
     1, 41384,19621122,    8,    0
     1, 41384,19621123,    8,    0
     1, 41384,19621124,    8,    0
     1, 41384,19621125,    8,    0
     1, 41384,19621126,    8,    0
     1, 41384,19621127,    8,    0
     1, 41384,19621128,    7,    0
     1, 41384,19621129,    8,    0
     1, 41384,19621130,    4,    0
     1, 41384,19621201,    0,    0
     1, 41384,19621202,    8,    0
     1, 41384,19621203,    8,    0
     1, 41384,19621204,    7,    0
     1, 41384,19621205,    2,    0
     1, 41384,19621206,    6,    0
     1, 41384,19621207,    8,    0
     1, 41384,19621208,    8,    0
     1, 41384,19621209,    8,    0
     1, 41384,19621210,    2,    0
     1, 41384,19621211,    5,    0
     1, 41384,19621212,    8,    0
     1, 41384,19621213,    8,    0
     1, 41384,19621214,    8,    0
     1, 41384,19621215,    8,    0
     1, 41384,19621216,    8,    0
     1, 41384,19621217,    7,    0
     1, 41384,19621218,    2,    0
     1, 41384,19621219,    4,    0
     1, 41384,19621220,    5,    0
     1, 41384,19621221,    4,    0
     1, 41384,19621222,    0,    0
     1, 41384,19621223,    0,    0
     1, 41384,19621224,    1,    0
     1, 41384,19621225,    2,    0
     1, 41384,19621226,    8,    0
     1, 41384,19621227,    8,    0
     1, 41384,19621228,    7,    0
     1, 41384,19621229,    8,    0
     1, 41384,19621230,    2,    0
     1, 41384,19621231,    1,    0
     1, 41384,19630101,    7,    0
     1, 41384,19630102,    6,    0
     1, 41384,19630103,    7,    0
     1, 41384,19630104,    8,    0
     1, 41384,19630105,    8,    0
     1, 41384,19630106,    7,    0
     1, 41384,19630107,    3,    0
     1, 41384,19630108,    8,    0
     1, 41384,19630109,    0,    0
     1, 41384,19630110,    7,    0
     1, 41384,19630111,    5,    0
     1, 41384,19630112,    5,    0
     1, 41384,19630113,    7,    0
     1, 41384,19630114,    8,    0
     1, 41384,19630115,    3,    0
     1, 41384,19630116,    0,    0
     1, 41384,19630117,    6,    0
     1, 41384,19630118,    4,    0
     1, 41384,19630119,    8,    0
     1, 41384,19630120,    0,    0
     1, 41384,19630121,    0,    0
     1, 41384,19630122,    2,    0
     1, 41384,19630123,    5,    0
     1, 41384,19630124,    4,    0
     1, 41384,19630125,    3,    0
     1, 41384,19630126,    8,    0
     1, 41384,19630127,    3,    0
     1, 41384,19630128,    8,    0
     1, 41384,19630129,    8,    0
     1, 41384,19630130,    7,    0
     1, 41384,19630131,    8,    0
     1, 41384,19630201,    3,    0
     1, 41384,19630202,    8,    0
     1, 41384,19630203,    8,    0
     1, 41384,19630204,    8,    0
     1, 41384,19630205,    7,    0
     1, 41384,19630206,    8,    0
     1, 41384,19630207,    8,    0
     1, 41384,19630208,    8,    0
     1, 41384,19630209,    8,    0
